# Customers by total expenditure
# number of customers = 22625
| ID_16915.0 | £859.15 |
| ID_17588.0 | £858.45 |
| ID_18845.0 | £856.19 |
| ID_15712.0 | £850.37 |
| ID_2605.0 | £845.55 |
| ID_17912.0 | £844.54 |
| ID_17700.0 | £841.83 |
| ID_17673.0 | £840.21 |
| ID_9457.0 | £838.05 |
| ID_14880.0 | £836.04 |
| ID_10264.0 | £835.94 |
| ID_17062.0 | £834.95 |
| ID_13404.0 | £825.38 |
| ID_8860.0 | £825.00 |
| ID_17326.0 | £823.47 |
| ID_17251.0 | £821.02 |
| ID_17188.0 | £820.75 |
| ID_15572.0 | £817.05 |
| ID_17479.0 | £815.37 |
| ID_17470.0 | £811.57 |
| ID_18834.0 | £811.21 |
| ID_12151.0 | £808.87 |
| ID_17937.0 | £808.46 |
| ID_7542.0 | £806.67 |
| ID_16483.0 | £804.44 |
| ID_16062.0 | £802.64 |
| ID_19828.0 | £802.60 |
| ID_17065.0 | £801.50 |
| ID_21929.0 | £800.88 |
| ID_17510.0 | £799.95 |
| ID_17755.0 | £798.17 |
| ID_16077.0 | £798.13 |
| ID_16895.0 | £797.98 |
| ID_16996.0 | £795.69 |
| ID_17973.0 | £794.91 |
| ID_1763.0 | £793.71 |
| ID_14825.0 | £793.28 |
| ID_13246.0 | £791.01 |
| ID_17038.0 | £790.45 |
| ID_17268.0 | £789.67 |
| ID_15764.0 | £787.84 |
| ID_9048.0 | £783.80 |
| ID_16980.0 | £783.08 |
| ID_3055.0 | £782.35 |
| ID_15766.0 | £779.65 |
| ID_13211.0 | £778.26 |
| ID_339.0 | £777.18 |
| ID_15791.0 | £777.11 |
| ID_13253.0 | £771.08 |
| ID_17773.0 | £770.31 |
| ID_16779.0 | £768.40 |
| ID_16791.0 | £767.67 |
| ID_17946.0 | £766.91 |
| ID_14452.0 | £766.79 |
| ID_15707.0 | £764.89 |
| ID_15739.0 | £764.04 |
| ID_17235.0 | £762.77 |
| ID_16709.0 | £761.14 |
| ID_10932.0 | £760.84 |
| ID_15491.0 | £760.26 |
| ID_16622.0 | £758.05 |
| ID_16808.0 | £757.76 |
| ID_10633.0 | £757.42 |
| ID_11037.0 | £753.26 |
| ID_5889.0 | £752.12 |
| ID_17429.0 | £749.93 |
| ID_15763.0 | £749.71 |
| ID_17323.0 | £749.67 |
| ID_18812.0 | £748.33 |
| ID_10066.0 | £745.81 |
| ID_17401.0 | £743.49 |
| ID_17232.0 | £742.66 |
| ID_15788.0 | £738.63 |
| ID_17932.0 | £738.03 |
| ID_21646.0 | £735.23 |
| ID_21004.0 | £735.20 |
| ID_15877.0 | £732.75 |
| ID_17868.0 | £730.70 |
| ID_10230.0 | £727.92 |
| ID_15778.0 | £727.89 |
| ID_14847.0 | £727.86 |
| ID_17735.0 | £724.38 |
| ID_17601.0 | £723.71 |
| ID_12393.0 | £721.85 |
| ID_6764.0 | £721.28 |
| ID_17875.0 | £719.73 |
| ID_15746.0 | £718.59 |
| ID_17602.0 | £718.13 |
| ID_18379.0 | £718.05 |
| ID_18915.0 | £715.81 |
| ID_18435.0 | £715.42 |
| ID_21277.0 | £713.01 |
| ID_15933.0 | £712.83 |
| ID_18433.0 | £709.11 |
| ID_13605.0 | £703.82 |
| ID_12861.0 | £703.60 |
| ID_12888.0 | £703.40 |
| ID_16123.0 | £700.98 |
| ID_10494.0 | £700.10 |
| ID_16904.0 | £697.40 |
| ID_17066.0 | £693.49 |
| ID_18835.0 | £693.32 |
| ID_17686.0 | £692.64 |
| ID_11367.0 | £688.55 |
| ID_12943.0 | £688.48 |
| ID_17603.0 | £684.90 |
| ID_1666.0 | £679.19 |
| ID_4542.0 | £678.04 |
| ID_17226.0 | £676.85 |
| ID_10724.0 | £676.55 |
| ID_13418.0 | £675.62 |
| ID_15887.0 | £674.81 |
| ID_17751.0 | £671.27 |
| ID_8159.0 | £670.31 |
| ID_17397.0 | £669.70 |
| ID_16934.0 | £666.52 |
| ID_18924.0 | £666.51 |
| ID_15985.0 | £665.55 |
| ID_17918.0 | £662.92 |
| ID_2100.0 | £659.84 |
| ID_20337.0 | £659.53 |
| ID_16572.0 | £659.47 |
| ID_16979.0 | £657.26 |
| ID_15808.0 | £657.24 |
| ID_16977.0 | £656.73 |
| ID_5159.0 | £656.49 |
| ID_10251.0 | £652.77 |
| ID_15785.0 | £651.00 |
| ID_14818.0 | £650.19 |
| ID_16580.0 | £650.02 |
| ID_16011.0 | £649.62 |
| ID_14939.0 | £648.62 |
| ID_10768.0 | £647.70 |
| ID_17278.0 | £647.11 |
| ID_13042.0 | £647.07 |
| ID_334.0 | £645.78 |
| ID_14928.0 | £645.00 |
| ID_245.0 | £644.64 |
| ID_17183.0 | £642.92 |
| ID_15649.0 | £642.43 |
| ID_21686.0 | £640.85 |
| ID_17656.0 | £640.74 |
| ID_17890.0 | £637.12 |
| ID_174.0 | £637.00 |
| ID_13236.0 | £636.96 |
| ID_13413.0 | £636.71 |
| ID_5038.0 | £636.36 |
| ID_5537.0 | £635.72 |
| ID_10582.0 | £633.17 |
| ID_17712.0 | £630.11 |
| ID_16141.0 | £628.76 |
| ID_551.0 | £628.17 |
| ID_3676.0 | £627.89 |
| ID_17672.0 | £627.28 |
| ID_16156.0 | £625.91 |
| ID_2507.0 | £618.99 |
| ID_17417.0 | £618.83 |
| ID_17729.0 | £616.88 |
| ID_14498.0 | £614.38 |
| ID_17175.0 | £614.19 |
| ID_17671.0 | £612.67 |
| ID_17149.0 | £611.81 |
| ID_17126.0 | £611.80 |
| ID_16042.0 | £609.99 |
| ID_15823.0 | £608.88 |
| ID_15513.0 | £608.17 |
| ID_12063.0 | £606.67 |
| ID_17166.0 | £606.23 |
| ID_18797.0 | £606.07 |
| ID_13909.0 | £603.20 |
| ID_14388.0 | £601.71 |
| ID_17984.0 | £601.53 |
| ID_13402.0 | £601.10 |
| ID_17216.0 | £599.67 |
| ID_18511.0 | £598.37 |
| ID_18995.0 | £596.60 |
| ID_12036.0 | £595.95 |
| ID_17039.0 | £594.32 |
| ID_17189.0 | £593.54 |
| ID_17634.0 | £593.40 |
| ID_21199.0 | £592.65 |
| ID_17141.0 | £592.17 |
| ID_18677.0 | £591.52 |
| ID_8257.0 | £591.16 |
| ID_18849.0 | £591.07 |
| ID_9935.0 | £590.04 |
| ID_13194.0 | £589.98 |
| ID_17518.0 | £588.91 |
| ID_11418.0 | £588.78 |
| ID_17749.0 | £588.25 |
| ID_16383.0 | £587.33 |
| ID_15796.0 | £586.51 |
| ID_17596.0 | £585.47 |
| ID_3372.0 | £584.95 |
| ID_17295.0 | £582.67 |
| ID_1528.0 | £580.38 |
| ID_1257.0 | £580.35 |
| ID_13456.0 | £579.03 |
| ID_15983.0 | £578.23 |
| ID_15882.0 | £577.87 |
| ID_17570.0 | £577.21 |
| ID_19001.0 | £575.73 |
| ID_3774.0 | £575.38 |
| ID_15640.0 | £573.41 |
| ID_17030.0 | £573.20 |
| ID_10918.0 | £573.01 |
| ID_16144.0 | £572.47 |
| ID_16010.0 | £571.48 |
| ID_3803.0 | £570.82 |
| ID_16563.0 | £570.56 |
| ID_15852.0 | £567.63 |
| ID_16711.0 | £566.41 |
| ID_15996.0 | £566.12 |
| ID_15534.0 | £565.76 |
| ID_983.0 | £565.17 |
| ID_3511.0 | £564.87 |
| ID_17119.0 | £564.21 |
| ID_7780.0 | £563.40 |
| ID_9983.0 | £562.69 |
| ID_16678.0 | £561.06 |
| ID_17873.0 | £560.43 |
| ID_13280.0 | £560.35 |
| ID_16969.0 | £559.00 |
| ID_17609.0 | £558.87 |
| ID_18761.0 | £557.22 |
| ID_18703.0 | £556.94 |
| ID_17110.0 | £556.68 |
| ID_266.0 | £555.29 |
| ID_14812.0 | £553.74 |
| ID_2237.0 | £552.95 |
| ID_13409.0 | £552.73 |
| ID_20615.0 | £552.68 |
| ID_19404.0 | £551.58 |
| ID_8759.0 | £550.06 |
| ID_16659.0 | £549.97 |
| ID_13527.0 | £549.67 |
| ID_13471.0 | £547.15 |
| ID_17243.0 | £547.14 |
| ID_17819.0 | £546.86 |
| ID_16820.0 | £545.80 |
| ID_22213.0 | £544.99 |
| ID_16818.0 | £544.95 |
| ID_1395.0 | £544.79 |
| ID_3796.0 | £542.62 |
| ID_17034.0 | £542.26 |
| ID_17010.0 | £541.78 |
| ID_16661.0 | £539.31 |
| ID_232.0 | £538.88 |
| ID_18857.0 | £538.83 |
| ID_17269.0 | £538.23 |
| ID_21710.0 | £538.14 |
| ID_18871.0 | £535.31 |
| ID_16792.0 | £535.12 |
| ID_18712.0 | £534.13 |
| ID_15801.0 | £531.61 |
| ID_6770.0 | £531.29 |
| ID_13415.0 | £530.11 |
| ID_8154.0 | £529.04 |
| ID_19742.0 | £527.35 |
| ID_17443.0 | £527.09 |
| ID_16494.0 | £526.70 |
| ID_5846.0 | £526.38 |
| ID_17850.0 | £523.32 |
| ID_18575.0 | £522.32 |
| ID_16803.0 | £521.27 |
| ID_5776.0 | £519.61 |
| ID_17345.0 | £518.96 |
| ID_5496.0 | £518.75 |
| ID_3856.0 | £518.33 |
| ID_10871.0 | £518.27 |
| ID_17632.0 | £518.11 |
| ID_16836.0 | £517.58 |
| ID_15940.0 | £517.18 |
| ID_18335.0 | £515.12 |
| ID_651.0 | £513.40 |
| ID_17094.0 | £513.05 |
| ID_18084.0 | £512.29 |
| ID_17704.0 | £511.44 |
| ID_17530.0 | £510.70 |
| ID_8800.0 | £510.26 |
| ID_5459.0 | £510.04 |
| ID_17658.0 | £510.02 |
| ID_6462.0 | £508.95 |
| ID_6502.0 | £508.64 |
| ID_16761.0 | £508.39 |
| ID_740.0 | £507.92 |
| ID_17406.0 | £504.81 |
| ID_18696.0 | £504.27 |
| ID_16940.0 | £504.05 |
| ID_8101.0 | £503.61 |
| ID_15859.0 | £503.30 |
| ID_16780.0 | £502.98 |
| ID_17991.0 | £502.51 |
| ID_9049.0 | £501.81 |
| ID_20334.0 | £501.56 |
| ID_15724.0 | £501.21 |
| ID_3182.0 | £501.00 |
| ID_13311.0 | £500.21 |
| ID_8147.0 | £499.53 |
| ID_18877.0 | £499.20 |
| ID_10805.0 | £498.83 |
| ID_18836.0 | £498.74 |
| ID_18859.0 | £498.66 |
| ID_10568.0 | £498.15 |
| ID_1725.0 | £498.04 |
| ID_17936.0 | £497.90 |
| ID_17948.0 | £497.48 |
| ID_16930.0 | £497.24 |
| ID_16041.0 | £496.51 |
| ID_17190.0 | £496.46 |
| ID_10875.0 | £496.43 |
| ID_13151.0 | £496.05 |
| ID_17127.0 | £495.63 |
| ID_17509.0 | £495.35 |
| ID_16991.0 | £495.04 |
| ID_7957.0 | £494.85 |
| ID_17531.0 | £494.53 |
| ID_17862.0 | £493.18 |
| ID_11291.0 | £492.64 |
| ID_7319.0 | £492.12 |
| ID_6192.0 | £492.02 |
| ID_18555.0 | £491.92 |
| ID_15962.0 | £491.49 |
| ID_17695.0 | £491.21 |
| ID_18904.0 | £489.64 |
| ID_16186.0 | £489.56 |
| ID_13262.0 | £489.12 |
| ID_16049.0 | £488.67 |
| ID_21885.0 | £488.65 |
| ID_6571.0 | £488.51 |
| ID_13473.0 | £487.82 |
| ID_17375.0 | £487.39 |
| ID_8228.0 | £487.26 |
| ID_18663.0 | £486.16 |
| ID_15899.0 | £486.03 |
| ID_3530.0 | £485.68 |
| ID_17745.0 | £485.64 |
| ID_3751.0 | £485.47 |
| ID_18706.0 | £485.30 |
| ID_15910.0 | £485.04 |
| ID_20273.0 | £484.90 |
| ID_11372.0 | £484.36 |
| ID_17680.0 | £482.55 |
| ID_8743.0 | £482.28 |
| ID_10184.0 | £481.26 |
| ID_13367.0 | £481.24 |
| ID_11966.0 | £480.62 |
| ID_3749.0 | £480.55 |
| ID_17005.0 | £479.12 |
| ID_3674.0 | £479.00 |
| ID_10017.0 | £478.20 |
| ID_10012.0 | £477.47 |
| ID_10572.0 | £477.38 |
| ID_16130.0 | £476.60 |
| ID_15569.0 | £475.84 |
| ID_9126.0 | £475.75 |
| ID_16538.0 | £475.61 |
| ID_10339.0 | £475.48 |
| ID_18572.0 | £473.78 |
| ID_17581.0 | £473.59 |
| ID_18661.0 | £473.02 |
| ID_17986.0 | £473.00 |
| ID_17013.0 | £472.73 |
| ID_12193.0 | £472.47 |
| ID_13777.0 | £471.98 |
| ID_3091.0 | £471.79 |
| ID_17016.0 | £471.51 |
| ID_14497.0 | £470.39 |
| ID_11027.0 | £470.18 |
| ID_10157.0 | £469.42 |
| ID_8666.0 | £468.89 |
| ID_18230.0 | £468.09 |
| ID_5921.0 | £467.75 |
| ID_13661.0 | £467.68 |
| ID_3759.0 | £467.59 |
| ID_15561.0 | £467.37 |
| ID_3373.0 | £467.17 |
| ID_17431.0 | £466.69 |
| ID_19325.0 | £466.66 |
| ID_17115.0 | £466.16 |
| ID_22138.0 | £465.98 |
| ID_17591.0 | £465.66 |
| ID_17008.0 | £464.54 |
| ID_20590.0 | £464.42 |
| ID_10502.0 | £464.14 |
| ID_17073.0 | £464.12 |
| ID_10004.0 | £464.04 |
| ID_21721.0 | £463.92 |
| ID_9797.0 | £462.64 |
| ID_15714.0 | £461.99 |
| ID_15057.0 | £461.75 |
| ID_17027.0 | £461.32 |
| ID_17558.0 | £460.66 |
| ID_17025.0 | £460.20 |
| ID_21104.0 | £460.09 |
| ID_4587.0 | £459.76 |
| ID_17111.0 | £459.41 |
| ID_16122.0 | £459.27 |
| ID_8097.0 | £459.25 |
| ID_109.0 | £458.81 |
| ID_21459.0 | £458.45 |
| ID_528.0 | £457.35 |
| ID_17204.0 | £457.22 |
| ID_10493.0 | £457.03 |
| ID_18536.0 | £456.89 |
| ID_16983.0 | £456.73 |
| ID_3673.0 | £455.63 |
| ID_13362.0 | £455.61 |
| ID_17304.0 | £455.60 |
| ID_16192.0 | £455.51 |
| ID_16180.0 | £455.50 |
| ID_7451.0 | £454.67 |
| ID_17099.0 | £454.65 |
| ID_6377.0 | £454.11 |
| ID_14469.0 | £453.48 |
| ID_17430.0 | £451.86 |
| ID_11071.0 | £451.24 |
| ID_3366.0 | £449.93 |
| ID_112.0 | £449.42 |
| ID_17989.0 | £448.61 |
| ID_5923.0 | £448.12 |
| ID_15683.0 | £447.30 |
| ID_15615.0 | £446.57 |
| ID_13050.0 | £445.62 |
| ID_15979.0 | £445.52 |
| ID_17589.0 | £444.75 |
| ID_16736.0 | £444.47 |
| ID_13259.0 | £443.90 |
| ID_18503.0 | £443.71 |
| ID_17173.0 | £443.00 |
| ID_11176.0 | £442.52 |
| ID_13160.0 | £442.32 |
| ID_15500.0 | £442.00 |
| ID_3945.0 | £441.29 |
| ID_17453.0 | £440.04 |
| ID_17949.0 | £439.69 |
| ID_5243.0 | £438.55 |
| ID_16819.0 | £437.76 |
| ID_15927.0 | £437.44 |
| ID_13360.0 | £436.29 |
| ID_3854.0 | £435.64 |
| ID_12132.0 | £435.17 |
| ID_4230.0 | £434.53 |
| ID_9852.0 | £434.41 |
| ID_12399.0 | £432.74 |
| ID_17220.0 | £432.43 |
| ID_12392.0 | £432.29 |
| ID_20215.0 | £430.42 |
| ID_16998.0 | £429.21 |
| ID_15605.0 | £429.19 |
| ID_18710.0 | £429.14 |
| ID_16103.0 | £428.99 |
| ID_10170.0 | £428.66 |
| ID_16989.0 | £428.34 |
| ID_13209.0 | £428.30 |
| ID_6446.0 | £426.97 |
| ID_10892.0 | £425.71 |
| ID_13155.0 | £425.06 |
| ID_10169.0 | £424.63 |
| ID_17598.0 | £424.20 |
| ID_16135.0 | £423.83 |
| ID_5905.0 | £423.12 |
| ID_3778.0 | £422.68 |
| ID_12100.0 | £422.58 |
| ID_13240.0 | £422.37 |
| ID_18648.0 | £422.36 |
| ID_2478.0 | £420.98 |
| ID_3719.0 | £420.72 |
| ID_13396.0 | £419.64 |
| ID_16641.0 | £419.46 |
| ID_15589.0 | £418.57 |
| ID_17884.0 | £418.26 |
| ID_6818.0 | £417.67 |
| ID_17446.0 | £416.99 |
| ID_17534.0 | £416.98 |
| ID_15610.0 | £416.54 |
| ID_7534.0 | £416.26 |
| ID_1314.0 | £416.16 |
| ID_15560.0 | £416.07 |
| ID_17503.0 | £415.79 |
| ID_18126.0 | £415.68 |
| ID_18824.0 | £415.68 |
| ID_1795.0 | £414.99 |
| ID_18817.0 | £414.70 |
| ID_395.0 | £414.46 |
| ID_21143.0 | £414.40 |
| ID_17255.0 | £414.09 |
| ID_10006.0 | £413.78 |
| ID_1820.0 | £413.61 |
| ID_3697.0 | £413.40 |
| ID_11832.0 | £412.90 |
| ID_17151.0 | £412.80 |
| ID_2292.0 | £412.57 |
| ID_3771.0 | £412.48 |
| ID_16059.0 | £412.47 |
| ID_13655.0 | £412.30 |
| ID_15498.0 | £411.67 |
| ID_17041.0 | £411.64 |
| ID_12240.0 | £411.01 |
| ID_19732.0 | £410.58 |
| ID_17201.0 | £410.07 |
| ID_10058.0 | £410.02 |
| ID_16875.0 | £409.86 |
| ID_21693.0 | £409.54 |
| ID_15944.0 | £408.91 |
| ID_17312.0 | £408.59 |
| ID_16003.0 | £408.24 |
| ID_15242.0 | £407.05 |
| ID_15790.0 | £406.53 |
| ID_536.0 | £406.36 |
| ID_21667.0 | £405.50 |
| ID_8024.0 | £405.49 |
| ID_3686.0 | £405.44 |
| ID_17157.0 | £404.84 |
| ID_8724.0 | £404.56 |
| ID_4427.0 | £404.29 |
| ID_20341.0 | £403.66 |
| ID_10198.0 | £403.04 |
| ID_15949.0 | £402.75 |
| ID_17977.0 | £402.60 |
| ID_15762.0 | £401.60 |
| ID_17395.0 | £401.58 |
| ID_20336.0 | £400.58 |
| ID_15828.0 | £400.37 |
| ID_17505.0 | £400.24 |
| ID_15837.0 | £400.07 |
| ID_17911.0 | £400.06 |
| ID_16506.0 | £399.90 |
| ID_3728.0 | £399.44 |
| ID_17342.0 | £399.40 |
| ID_12957.0 | £398.99 |
| ID_17524.0 | £398.30 |
| ID_16030.0 | £397.80 |
| ID_16076.0 | £397.52 |
| ID_18033.0 | £397.47 |
| ID_2245.0 | £397.19 |
| ID_19434.0 | £397.09 |
| ID_19975.0 | £397.02 |
| ID_17762.0 | £396.65 |
| ID_22096.0 | £395.54 |
| ID_4643.0 | £395.07 |
| ID_12320.0 | £395.05 |
| ID_13948.0 | £394.96 |
| ID_16997.0 | £394.44 |
| ID_17726.0 | £394.40 |
| ID_3734.0 | £394.20 |
| ID_2453.0 | £394.20 |
| ID_15528.0 | £394.06 |
| ID_2746.0 | £393.82 |
| ID_17881.0 | £393.41 |
| ID_5541.0 | £392.53 |
| ID_21302.0 | £392.42 |
| ID_15800.0 | £392.01 |
| ID_17883.0 | £391.81 |
| ID_13452.0 | £391.64 |
| ID_3767.0 | £391.59 |
| ID_21118.0 | £389.32 |
| ID_13419.0 | £388.91 |
| ID_18688.0 | £388.38 |
| ID_17279.0 | £388.26 |
| ID_15881.0 | £387.69 |
| ID_9524.0 | £386.15 |
| ID_17082.0 | £382.65 |
| ID_15759.0 | £382.46 |
| ID_1626.0 | £382.19 |
| ID_10105.0 | £382.19 |
| ID_18509.0 | £382.03 |
| ID_3011.0 | £381.65 |
| ID_17350.0 | £381.37 |
| ID_14949.0 | £381.06 |
| ID_11157.0 | £381.05 |
| ID_4006.0 | £380.76 |
| ID_8152.0 | £380.64 |
| ID_2832.0 | £380.48 |
| ID_17684.0 | £379.97 |
| ID_5825.0 | £379.96 |
| ID_11398.0 | £379.62 |
| ID_16067.0 | £379.48 |
| ID_21539.0 | £379.15 |
| ID_10271.0 | £379.07 |
| ID_14799.0 | £378.47 |
| ID_3316.0 | £377.98 |
| ID_4026.0 | £377.96 |
| ID_13472.0 | £377.68 |
| ID_10288.0 | £376.94 |
| ID_18800.0 | £376.51 |
| ID_9221.0 | £375.96 |
| ID_10901.0 | £374.31 |
| ID_15846.0 | £374.18 |
| ID_11463.0 | £374.15 |
| ID_11384.0 | £373.99 |
| ID_18597.0 | £373.96 |
| ID_17954.0 | £373.51 |
| ID_12009.0 | £372.33 |
| ID_12883.0 | £372.31 |
| ID_17969.0 | £371.83 |
| ID_16636.0 | £371.68 |
| ID_5344.0 | £371.53 |
| ID_18463.0 | £371.10 |
| ID_17305.0 | £370.66 |
| ID_16932.0 | £370.51 |
| ID_16173.0 | £370.17 |
| ID_3607.0 | £369.78 |
| ID_17734.0 | £368.90 |
| ID_18512.0 | £368.43 |
| ID_13593.0 | £368.40 |
| ID_6247.0 | £368.23 |
| ID_1642.0 | £367.80 |
| ID_3599.0 | £367.44 |
| ID_16823.0 | £367.16 |
| ID_7707.0 | £366.92 |
| ID_8375.0 | £366.77 |
| ID_1443.0 | £366.62 |
| ID_13733.0 | £366.58 |
| ID_8716.0 | £366.33 |
| ID_15701.0 | £365.89 |
| ID_12140.0 | £365.72 |
| ID_19502.0 | £365.52 |
| ID_5569.0 | £365.35 |
| ID_16610.0 | £364.07 |
| ID_5970.0 | £363.88 |
| ID_8345.0 | £363.77 |
| ID_16988.0 | £363.73 |
| ID_7440.0 | £363.66 |
| ID_17425.0 | £363.17 |
| ID_10280.0 | £362.56 |
| ID_16098.0 | £362.13 |
| ID_15693.0 | £362.04 |
| ID_12965.0 | £361.98 |
| ID_19412.0 | £361.41 |
| ID_21201.0 | £361.30 |
| ID_585.0 | £360.71 |
| ID_17717.0 | £360.70 |
| ID_16943.0 | £360.49 |
| ID_10575.0 | £360.29 |
| ID_3503.0 | £360.11 |
| ID_14494.0 | £359.95 |
| ID_17707.0 | £359.90 |
| ID_1525.0 | £359.88 |
| ID_6710.0 | £358.59 |
| ID_17209.0 | £358.40 |
| ID_15223.0 | £358.20 |
| ID_16157.0 | £357.89 |
| ID_3754.0 | £357.18 |
| ID_16378.0 | £357.00 |
| ID_10267.0 | £356.75 |
| ID_18153.0 | £356.60 |
| ID_15490.0 | £356.54 |
| ID_16794.0 | £356.47 |
| ID_18416.0 | £356.24 |
| ID_17624.0 | £356.16 |
| ID_13349.0 | £355.41 |
| ID_10049.0 | £355.07 |
| ID_5475.0 | £354.70 |
| ID_8180.0 | £354.48 |
| ID_12057.0 | £354.45 |
| ID_10050.0 | £354.32 |
| ID_10703.0 | £353.73 |
| ID_9981.0 | £353.70 |
